dataid,local_15min,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,wellpump1,winecooler1,leg1v,leg2v
3488,2019-05-20 21:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,5.315,,,0.219,,,,7.458,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.079,,,,,-0.003,,,,,0.005,1.319,,,,120.572,121.084
3488,2019-05-20 22:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.24,,,,0.58,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.109,,,,,-0.003,,,,,0.005,0.0,,,,123.053,123.516
3488,2019-05-20 22:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.558,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.09,,,,,-0.003,,,,,0.005,0.0,,,,122.512,123.067
3488,2019-05-20 22:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.67,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.202,,,,,-0.003,,,,,0.005,-0.001,,,,122.113,122.66
3488,2019-05-20 22:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.667,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.196,,,,,-0.003,,,,,0.005,-0.001,,,,121.865,122.245
3488,2019-05-20 23:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.743,,,,0.987,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.081,,,,,-0.003,,,,,0.005,-0.001,,,,122.126,122.957
3488,2019-05-20 23:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.746,,,,1.019,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.02,,,,,-0.003,,,,,0.004,-0.001,,,,121.962,122.693
3488,2019-05-20 23:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.757,,,,1.055,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.047,,,,,-0.003,,,,,0.005,-0.001,,,,122.064,122.715
3488,2019-05-20 23:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.247,,,,0.576,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.098,,,,,-0.003,,,,,0.005,0.0,,,,122.765,123.111
3488,2019-05-21 00:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.476,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.048,,,,,-0.003,,,,,0.005,0.0,,,,122.676,122.995
3488,2019-05-21 00:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.239,,,,0.539,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.078,,,,,-0.003,,,,,0.005,0.0,,,,122.774,123.123
3488,2019-05-21 00:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.474,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.011,,,,,-0.003,,,,,0.004,0.0,,,,122.788,123.108
3488,2019-05-21 00:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.73,,,,0.902,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.044,,,,,-0.003,,,,,0.005,-0.001,,,,122.199,123.006
3488,2019-05-21 01:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.24,,,,0.376,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,0.0,,,,122.978,123.37
3488,2019-05-21 01:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.239,,,,0.513,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.053,,,,,-0.003,,,,,0.005,0.0,,,,122.85,123.413
3488,2019-05-21 01:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.528,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.075,,,,,-0.003,,,,,0.005,0.0,,,,122.694,123.142
3488,2019-05-21 01:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.352,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.006,,,,,-0.003,,,,,0.004,0.0,,,,122.682,122.665
3488,2019-05-21 02:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.24,,,,0.448,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.059,,,,,-0.003,,,,,0.005,0.0,,,,122.954,123.19
3488,2019-05-21 02:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.24,,,,0.381,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,0.0,,,,122.986,123.131
3488,2019-05-21 02:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.24,,,,0.507,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.051,,,,,-0.003,,,,,0.005,0.0,,,,122.952,123.129
3488,2019-05-21 02:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.239,,,,0.458,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.066,,,,,-0.003,,,,,0.005,0.0,,,,122.803,123.058
3488,2019-05-21 03:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.46,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.049,,,,,-0.003,,,,,0.005,0.0,,,,122.441,122.838
3488,2019-05-21 03:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.466,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.054,,,,,-0.003,,,,,0.005,0.0,,,,122.454,122.984
3488,2019-05-21 03:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.239,,,,0.354,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,0.0,,,,122.839,123.032
3488,2019-05-21 03:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.239,,,,0.504,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.05,,,,,-0.003,,,,,0.005,0.0,,,,122.725,123.099
3488,2019-05-21 04:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.746,,,,0.925,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.005,,,,,0.004,-0.001,,,,122.427,122.991
3488,2019-05-21 04:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.475,,,,0.641,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.05,,,,,-0.003,,,,,0.005,-0.001,,,,122.511,122.997
3488,2019-05-21 04:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.504,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.05,,,,,-0.003,,,,,0.005,0.0,,,,122.384,122.931
3488,2019-05-21 04:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.344,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,0.0,,,,122.232,122.664
3488,2019-05-21 05:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.735,,,,0.798,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.048,,,,,0.089,,,,,0.005,-0.001,,,,122.588,123.138
3488,2019-05-21 05:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.738,,,,0.871,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.059,,,,,0.004,-0.001,,,,122.863,123.552
3488,2019-05-21 05:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.741,,,,0.879,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.05,,,,,0.044,,,,,0.005,-0.001,,,,123.035,123.678
3488,2019-05-21 05:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.744,,,,0.931,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.049,,,,,0.017,,,,,0.005,-0.001,,,,122.959,123.632
3488,2019-05-21 06:45:00-05,0.0,,,,,0.006,,,,,,,,,,,0.0,,,,,,0.0,,,0.244,,,,0.169,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.063,,,,,0.282,,,,,0.005,0.0,,,,123.498,123.556
3488,2019-05-21 06:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.244,,,,0.602,,,,,,,,,0.001,0.37,,,,,,,,,,,,,,,,,,,,,0.048,,,,,0.273,,,,,0.004,0.0,,,,123.739,123.387
3488,2019-05-21 06:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.243,,,,0.133,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.006,,,,,0.251,,,,,0.004,0.0,,,,123.524,123.438
3488,2019-05-21 06:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.663,,,,0.797,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.05,,,,,0.146,,,,,0.005,-0.001,,,,122.448,123.005
3488,2019-05-21 07:45:00-05,0.0,,,,,0.005,,,,,,,,,,,0.0,,,,,,0.0,,,0.243,,,,-0.641,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.015,,,,,1.234,,,,,0.004,0.0,,,,123.338,123.057
3488,2019-05-21 07:30:00-05,0.0,,,,,0.009,,,,,,,,,,,0.0,,,,,,0.0,,,0.242,,,,-0.539,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.065,,,,,1.128,,,,,0.005,0.0,,,,123.194,122.965
3488,2019-05-21 07:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.243,,,,-0.485,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.036,,,,,0.962,,,,,0.005,0.0,,,,123.222,122.771
3488,2019-05-21 07:00:00-05,0.0,,,,,0.006,,,,,,,,,,,0.0,,,,,,0.0,,,0.243,,,,-0.185,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.648,,,,,0.004,0.0,,,,123.372,123.181
3488,2019-05-21 08:45:00-05,0.0,,,,,0.05,,,,,,,,,,,0.0,,,,,,-0.001,,,0.248,,,,-1.029,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.065,,,,,1.535,,,,,0.005,0.0,,,,123.984,123.821
3488,2019-05-21 08:30:00-05,0.0,,,,,0.026,,,,,,,,,,,0.0,,,,,,0.0,,,0.245,,,,-0.641,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,1.04,,,,,0.004,0.0,,,,123.598,123.046
3488,2019-05-21 08:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.247,,,,-1.029,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.031,,,,,1.445,,,,,0.005,0.0,,,,123.922,123.679
3488,2019-05-21 08:00:00-05,0.0,,,,,0.003,,,,,,,,,,,0.0,,,,,,0.0,,,0.242,,,,-0.591,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.076,,,,,1.071,,,,,0.005,0.0,,,,123.121,123.048
3488,2019-05-21 09:45:00-05,0.0,,,,,0.013,,,,,,,,,,,0.0,,,,,,-0.001,,,0.249,,,,-1.45,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.039,,,,,1.91,,,,,0.005,0.0,,,,124.079,124.064
3488,2019-05-21 09:30:00-05,0.0,,,,,0.009,,,,,,,,,,,0.0,,,,,,-0.001,,,0.244,,,,-1.098,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.059,,,,,1.529,,,,,0.005,0.0,,,,123.317,123.228
3488,2019-05-21 09:15:00-05,0.0,,,,,0.023,,,,,,,,,,,0.0,,,,,,0.0,,,0.244,,,,-0.726,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,1.144,,,,,0.004,0.0,,,,123.369,123.325
3488,2019-05-21 09:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.249,,,,-1.307,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.036,,,,,1.718,,,,,0.005,0.0,,,,124.111,123.88
3488,2019-05-21 10:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.245,,,,-2.326,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,2.751,,,,,0.004,0.0,,,,123.311,123.335
3488,2019-05-21 10:30:00-05,0.0,,,,,0.056,,,,,,,,,,,0.0,,,,,,-0.001,,,0.245,,,,-1.777,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.042,,,,,2.239,,,,,0.005,0.0,,,,123.408,123.397
3488,2019-05-21 10:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.243,,,,-0.939,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.054,,,,,1.394,,,,,0.005,0.0,,,,123.126,123.443
3488,2019-05-21 10:00:00-05,0.0,,,,,0.026,,,,,,,,,,,0.0,,,,,,-0.001,,,0.247,,,,-1.436,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,1.828,,,,,0.004,0.0,,,,123.798,123.745
3488,2019-05-21 11:45:00-05,0.0,,,,,0.049,,,,,,,,,,,0.077,,,,,,0.013,,,0.245,,,,-1.624,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.047,,,,,2.567,,,,,0.005,0.194,,,,123.337,123.36
3488,2019-05-21 11:30:00-05,0.0,,,,,0.033,,,,,,,,,,,0.0,,,,,,-0.001,,,0.246,,,,-1.217,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,1.715,,,,,0.004,0.0,,,,123.612,123.468
3488,2019-05-21 11:15:00-05,0.0,,,,,0.009,,,,,,,,,,,0.0,,,,,,-0.001,,,0.245,,,,-1.202,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.045,,,,,1.685,,,,,0.005,0.0,,,,123.508,123.8
3488,2019-05-21 11:00:00-05,0.0,,,,,0.063,,,,,,,,,,,0.0,,,,,,-0.001,,,0.247,,,,-1.655,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.05,,,,,2.131,,,,,0.005,0.0,,,,123.83,123.95
3488,2019-05-21 12:45:00-05,0.0,,,,,0.052,,,,,,,,,,,0.037,,,,,,2.945,,,0.238,,,,1.583,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.05,,,,,2.472,,,,,0.005,0.46,,,,122.875,122.887
3488,2019-05-21 12:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.101,,,,,,0.015,,,0.248,,,,-1.389,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.045,,,,,2.514,,,,,0.005,0.443,,,,123.799,123.58
3488,2019-05-21 12:15:00-05,0.0,,,,,0.063,,,,,,,,,,,0.093,,,,,,0.015,,,0.247,,,,-1.396,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,2.555,,,,,0.004,0.422,,,,123.834,123.666
3488,2019-05-21 12:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.106,,,,,,0.014,,,0.248,,,,-1.53,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.047,,,,,2.606,,,,,0.005,0.396,,,,123.813,123.689
3488,2019-05-21 13:45:00-05,0.0,,,,,0.044,,,,,,,,,,,0.0,,,,,,0.045,,,0.243,,,,-1.069,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,2.261,,,,,0.004,0.502,,,,123.317,123.772
3488,2019-05-21 13:30:00-05,0.0,,,,,0.02,,,,,,,,,,,0.0,,,,,,2.192,,,0.233,,,,0.899,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.07,,,,,2.322,,,,,0.005,0.49,,,,121.963,122.51
3488,2019-05-21 13:15:00-05,0.0,,,,,0.052,,,,,,,,,,,0.0,,,,,,3.862,,,0.229,,,,2.53,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.045,,,,,2.382,,,,,0.005,0.48,,,,121.536,122.035
3488,2019-05-21 13:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,5.77,,,0.229,,,,4.252,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,2.431,,,,,0.004,0.471,,,,122.004,122.149
3488,2019-05-21 14:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.245,,,,-1.377,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.027,,,,,1.874,,,,,0.005,0.0,,,,123.534,123.517
3488,2019-05-21 14:30:00-05,0.0,,,,,0.064,,,,,,,,,,,0.0,,,,,,-0.001,,,0.246,,,,-1.47,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,1.982,,,,,0.005,0.0,,,,123.763,123.593
3488,2019-05-21 14:15:00-05,0.0,,,,,0.004,,,,,,,,,,,0.0,,,,,,-0.001,,,0.245,,,,-1.528,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.072,,,,,2.08,,,,,0.005,0.028,,,,123.514,123.586
3488,2019-05-21 14:00:00-05,0.0,,,,,0.054,,,,,,,,,,,0.0,,,,,,-0.001,,,0.241,,,,-1.434,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.029,,,,,2.165,,,,,0.005,0.311,,,,122.931,123.263
3488,2019-05-21 15:45:00-05,0.0,,,,,0.171,,,,,,,,,,,0.0,,,,,,0.0,,,0.744,,,,-0.091,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.077,,,,,1.239,,,,,0.005,-0.001,,,,122.983,123.6
3488,2019-05-21 15:30:00-05,0.0,,,,,0.17,,,,,,,,,,,0.0,,,,,,0.0,,,0.743,,,,-0.292,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.025,,,,,1.379,,,,,0.005,-0.001,,,,122.682,123.197
3488,2019-05-21 15:15:00-05,0.0,,,,,0.009,,,,,,,,,,,0.0,,,,,,0.0,,,0.75,,,,-0.472,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,1.555,,,,,0.004,-0.001,,,,122.867,123.897
3488,2019-05-21 15:00:00-05,0.0,,,,,0.073,,,,,,,,,,,0.0,,,,,,0.0,,,0.756,,,,-0.568,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.074,,,,,1.689,,,,,0.005,-0.001,,,,123.153,123.969
3488,2019-05-21 16:45:00-05,0.0,,,,,0.166,,,,,,,,,,,0.0,,,,,,0.001,,,0.732,,,,0.429,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.048,,,,,0.633,,,,,0.005,-0.001,,,,122.004,122.336
3488,2019-05-21 16:30:00-05,0.0,,,,,0.166,,,,,,,,,,,0.0,,,,,,0.001,,,0.73,,,,0.33,,,,,,,,,0.0,0.006,,,,,,,,,,,,,,,,,,,,,0.08,,,,,0.794,,,,,0.005,-0.001,,,,121.765,122.406
3488,2019-05-21 16:15:00-05,0.0,,,,,0.167,,,,,,,,,,,0.0,,,,,,0.001,,,0.729,,,,0.139,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.044,,,,,0.978,,,,,0.005,-0.001,,,,121.628,122.623
3488,2019-05-21 16:00:00-05,0.0,,,,,0.17,,,,,,,,,,,0.0,,,,,,0.0,,,0.739,,,,-0.114,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.006,,,,,1.161,,,,,0.005,0.0,,,,122.597,123.417
3488,2019-05-21 17:45:00-05,0.0,,,,,0.164,,,,,,,,,,,0.0,,,,,,0.001,,,0.728,,,,0.905,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.089,,,,,0.005,0.0,,,,121.609,121.859
3488,2019-05-21 17:30:00-05,0.0,,,,,0.164,,,,,,,,,,,0.0,,,,,,0.001,,,0.73,,,,0.912,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.049,,,,,0.167,,,,,0.005,-0.001,,,,121.796,122.103
3488,2019-05-21 17:15:00-05,0.0,,,,,0.164,,,,,,,,,,,0.0,,,,,,0.001,,,0.724,,,,0.778,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.073,,,,,0.291,,,,,0.005,-0.001,,,,121.189,121.736
3488,2019-05-21 17:00:00-05,0.0,,,,,0.164,,,,,,,,,,,0.0,,,,,,0.001,,,0.726,,,,0.573,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.452,,,,,0.005,0.0,,,,121.326,121.917
5997,2019-05-21 18:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.001,,0.0,,,,,0.008,,0.251,,,,,,,,,0.002,,0.014,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.005,,,,0.161,,0.001,,,,123.027,123.43
5997,2019-05-21 18:30:00-05,,,,,,0.049,,,,,,,,,,,0.0,,,,0.001,,0.0,,,,,0.004,,0.342,,,,,,,,,0.006,,0.014,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.005,,,,0.166,,0.001,,,,123.458,123.8
5997,2019-05-21 18:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.001,,0.0,,,,,0.003,,0.511,,,,,,,,,0.107,,0.014,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.008,,,,0.235,,0.001,,,,122.895,123.398
5997,2019-05-21 18:00:00-05,,,,,,0.049,,,,,,,,,,,0.0,,,,0.001,,0.0,,,,,0.008,,0.394,,,,,,,,,0.03,,0.014,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.005,,,,0.228,,0.0,,,,122.726,122.882
3488,2019-05-17 06:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,1.043,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.082,,,,,0.019,,,,,0.005,-0.001,,,,121.945,122.455
3488,2019-05-17 06:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.237,,,,1.008,,,,,,,,,0.001,0.23,,,,,,,,,,,,,,,,,,,,,0.03,,,,,0.073,,,,,0.004,0.0,,,,122.636,122.433
3488,2019-05-17 06:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.237,,,,0.605,,,,,,,,,0.001,0.14,,,,,,,,,,,,,,,,,,,,,0.032,,,,,0.108,,,,,0.004,0.0,,,,122.512,122.546
3488,2019-05-17 06:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.24,,,,0.396,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.071,,,,,0.091,,,,,0.005,0.0,,,,122.82,123.009
3488,2019-05-17 08:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.518,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.065,,,,,0.472,,,,,0.005,-0.001,,,,122.237,122.482
3488,2019-05-17 08:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.236,,,,0.538,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.074,,,,,0.565,,,,,0.005,-0.001,,,,122.284,122.43
3488,2019-05-17 08:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.236,,,,0.792,,,,,,,,,0.001,0.003,,,,,,,,,,,,,,,,,,,,,0.006,,,,,0.269,,,,,0.004,-0.001,,,,122.207,122.393
3488,2019-05-17 08:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.24,,,,0.707,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.038,,,,,0.337,,,,,0.004,-0.001,,,,122.961,123.253
3488,2019-05-17 10:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.234,,,,0.905,,,,,,,,,0.001,0.072,,,,,,,,,,,,,,,,,,,,,0.026,,,,,0.38,,,,,0.004,0.0,,,,121.841,122.228
3488,2019-05-17 10:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.235,,,,0.997,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.015,,,,,0.507,,,,,0.004,0.0,,,,122.167,121.648
3488,2019-05-17 10:15:00-05,0.0,,,,,0.001,,,,,,,,,,,-0.001,,,,,,0.0,,,0.234,,,,-0.064,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.08,,,,,1.384,,,,,0.005,-0.001,,,,121.756,122.33
3488,2019-05-17 10:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.232,,,,0.313,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.056,,,,,0.834,,,,,0.005,-0.001,,,,121.454,122.016
3488,2019-05-17 11:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.185,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.06,,,,,0.746,,,,,0.005,-0.001,,,,121.764,122.341
